network_name,seed_method,threshold,seed_size,budget_total,interaction_1_2,interaction_2_1,smart_method,no_block_0,no_block_1,no_block_2,no_block_3,mcich_0,mcich_1,mcich_2,mcich_3,degree_0,degree_1,degree_2,degree_3
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4173,2,2,MCICH_SMC,41054,0,0,34823,75857,7,2,11,56217,4,3,19653
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4552,2,2,MCICH_SMC,41054,0,0,34823,75857,7,2,11,57096,4,4,18773
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4932,2,2,MCICH_SMC,41054,0,0,34823,75857,7,2,11,57962,4,4,17907
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,5311,2,2,MCICH_SMC,41054,0,0,34823,75857,7,2,11,58907,4,3,16963
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,37,2,2,MCICH_SMC,51933,0,0,23944,51933,0,2,23942,52723,1,0,23153
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,75,2,2,MCICH_SMC,51933,0,0,23944,51933,0,2,23942,53074,1,0,22802
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,379,2,2,MCICH_SMC,51933,0,0,23944,51989,5,2,23881,54780,3,2,21092
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,758,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,56072,3,3,19799
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1138,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,57387,5,5,18480
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1517,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,58533,5,4,17335
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1896,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,59566,5,5,16301
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,2276,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,60585,5,5,15282
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,2655,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,61436,5,4,14432
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3035,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,62189,5,4,13679
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3414,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,62983,5,5,12884
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3793,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,63791,5,4,12077
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4173,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,64644,5,4,11224
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4552,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,65450,5,5,10417
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4932,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,66263,5,5,9604
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,5311,2,2,MCICH_SMC,51933,0,0,23944,75857,7,6,7,67202,5,4,8666
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,37,2,2,MCICH_SMC,57121,0,2,18754,57127,0,2,18748,57789,2,3,18083
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,75,2,2,MCICH_SMC,57121,0,2,18754,57146,1,2,18728,58098,2,3,17774
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,379,2,2,MCICH_SMC,57121,0,2,18754,57184,1,4,18688,59585,2,3,16287
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,758,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,60816,2,4,15055
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1138,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,61982,4,6,13885
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1517,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,62923,5,6,12943
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1896,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,63810,4,6,12057
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,2276,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,64585,4,6,11282
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,2655,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,65316,5,6,10550
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3035,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,66046,5,6,9820
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3414,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,66847,4,6,9020
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3793,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,67657,5,6,8209
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4173,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,68365,5,6,7501
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4552,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,69182,4,6,6685
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4932,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,75841,4,6,26
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,5311,2,2,MCICH_SMC,57121,0,2,18754,75857,4,7,9,75851,3,6,17
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,37,1,1,MCICH_SMC,41054,0,0,34823,41058,0,0,34819,41935,2,1,33939
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,75,1,1,MCICH_SMC,41054,0,0,34823,41074,2,7,34794,42396,3,2,33476
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,379,1,1,MCICH_SMC,41054,0,0,34823,41175,50,45,34607,44502,5,6,31364
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,758,1,1,MCICH_SMC,41054,0,0,34823,41175,50,45,34607,46211,4,6,29656
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,1138,1,1,MCICH_SMC,41054,0,0,34823,41175,50,45,34607,47809,4,6,28058
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,1517,1,1,MCICH_SMC,41054,0,0,34823,41845,111,103,33818,49191,6,6,26674
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,1896,1,1,MCICH_SMC,41054,0,0,34823,75857,11,6,3,50279,5,7,25586
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,2276,1,1,MCICH_SMC,41054,0,0,34823,75857,11,6,3,51382,5,7,24483
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,2655,1,1,MCICH_SMC,41054,0,0,34823,75857,11,6,3,52363,6,7,23501
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,3035,1,1,MCICH_SMC,41054,0,0,34823,75857,11,6,3,53189,6,7,22675
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,3414,1,1,MCICH_SMC,41054,0,0,34823,75857,11,6,3,54156,6,7,21708
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,3793,1,1,MCICH_SMC,41054,0,0,34823,75857,11,6,3,55155,6,7,20709
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4173,1,1,MCICH_SMC,41054,0,0,34823,75857,11,6,3,56071,6,7,19793
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4552,1,1,MCICH_SMC,41054,0,0,34823,75857,11,6,3,56933,5,7,18932
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4932,1,1,MCICH_SMC,41054,0,0,34823,75857,11,6,3,57759,5,7,18106
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,5311,1,1,MCICH_SMC,41054,0,0,34823,75857,11,6,3,58670,6,8,17193
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,37,1,1,MCICH_SMC,51934,1,0,23942,51940,5,0,23932,52660,4,2,23211
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,75,1,1,MCICH_SMC,51934,1,0,23942,51940,5,0,23932,53018,4,2,22853
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,379,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,54708,7,4,21158
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,758,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,56015,5,5,19852
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1138,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,57288,7,7,18575
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1517,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,58454,7,7,17409
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1896,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,59492,8,11,16366
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,2276,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,60493,9,11,15364
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,2655,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,61362,8,8,14499
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3035,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,62127,8,9,13733
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3414,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,62900,8,10,12959
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3793,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,63691,8,9,12169
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4173,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,64515,9,9,11344
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4552,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,75811,39,16,11
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4932,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,75824,28,18,7
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,5311,1,1,MCICH_SMC,51934,1,0,23942,75857,10,7,3,75827,26,18,6
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,37,1,1,MCICH_SMC,57122,1,1,18753,57144,1,1,18731,57775,2,1,18099
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,75,1,1,MCICH_SMC,57122,1,1,18753,57177,3,1,18696,58069,3,2,17803
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,379,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,59520,4,3,16350
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,758,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,60741,3,3,15130
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1138,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,61899,3,3,13972
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1517,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,62847,4,3,13023
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1896,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,63763,4,4,12106
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,2276,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,64542,4,5,11326
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,2655,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,65247,5,5,10620
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3035,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,65951,7,5,9914
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3414,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,66749,4,5,9119
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3793,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,75831,3,7,36
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4173,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,75842,3,5,27
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4552,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,75847,3,5,22
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4932,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,75848,5,5,19
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,5311,1,1,MCICH_SMC,57122,1,1,18753,75857,5,5,10,75848,5,5,19
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,37,1,2,MCICH_SMC,41054,0,0,34823,41058,0,0,34819,41916,4,4,33953
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,75,1,2,MCICH_SMC,41054,0,0,34823,41074,0,14,34789,42376,4,4,33493
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,379,1,2,MCICH_SMC,41054,0,0,34823,41170,1,134,34572,44500,5,5,31367
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,758,1,2,MCICH_SMC,41054,0,0,34823,41170,1,134,34572,46208,4,5,29660
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,1138,1,2,MCICH_SMC,41054,0,0,34823,41170,1,134,34572,47806,4,5,28062
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,1517,1,2,MCICH_SMC,41054,0,0,34823,41170,1,134,34572,49188,5,5,26679
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,1896,1,2,MCICH_SMC,41054,0,0,34823,75857,2,8,10,50276,5,6,25590
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,2276,1,2,MCICH_SMC,41054,0,0,34823,75857,2,8,10,51380,5,6,24486
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,2655,1,2,MCICH_SMC,41054,0,0,34823,75857,2,8,10,52360,6,6,23505
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,3035,1,2,MCICH_SMC,41054,0,0,34823,75857,2,8,10,53186,6,6,22679
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,3414,1,2,MCICH_SMC,41054,0,0,34823,75857,2,8,10,54153,5,6,21713
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,3793,1,2,MCICH_SMC,41054,0,0,34823,75857,2,8,10,55152,6,8,20711
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4173,1,2,MCICH_SMC,41054,0,0,34823,75857,2,8,10,56064,7,9,19797
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4552,1,2,MCICH_SMC,41054,0,0,34823,75857,2,8,10,56919,6,9,18943
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4932,1,2,MCICH_SMC,41054,0,0,34823,75857,2,8,10,57754,6,9,18108
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,5311,1,2,MCICH_SMC,41054,0,0,34823,75857,2,8,10,58653,7,11,17206
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,37,1,2,MCICH_SMC,51934,0,0,23943,51934,0,2,23941,52673,2,1,23201
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,75,1,2,MCICH_SMC,51934,0,0,23943,51962,3,21,23891,53022,2,1,22852
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,379,1,2,MCICH_SMC,51934,0,0,23943,52131,11,43,23692,54716,3,2,21156
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,758,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,56019,3,3,19852
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1138,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,57296,3,3,18575
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1517,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,58456,3,2,17416
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1896,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,59492,3,4,16378
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,2276,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,60501,3,4,15369
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,2655,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,61357,4,5,14511
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3035,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,62122,4,5,13746
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3414,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,62890,3,5,12979
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3793,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,63678,4,4,12191
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4173,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,64506,4,4,11363
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4552,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,65307,3,4,10563
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4932,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,66034,3,4,9836
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,5311,1,2,MCICH_SMC,51934,0,0,23943,75857,4,5,11,67021,4,5,8847
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,37,1,2,MCICH_SMC,57122,1,0,18754,57147,7,0,18723,57744,4,2,18127
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,75,1,2,MCICH_SMC,57122,1,0,18754,57147,7,0,18723,58055,5,4,17813
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,379,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,59506,7,6,16358
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,758,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,60720,7,7,15143
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1138,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,61876,7,7,13987
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1517,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,62842,7,5,13023
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1896,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,63756,8,6,12107
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,2276,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,64539,8,6,11324
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,2655,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,65259,9,5,10604
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3035,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,65943,10,6,9918
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3414,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,66735,10,7,9125
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3793,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,75852,11,5,9
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4173,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,75853,10,5,9
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4552,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,75853,10,5,9
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4932,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,75854,9,6,8
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,5311,1,2,MCICH_SMC,57122,1,0,18754,75857,8,6,6,75854,9,6,8
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,37,2,1,MCICH_SMC,41054,0,0,34823,41058,0,0,34819,41934,2,1,33940
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,75,2,1,MCICH_SMC,41054,0,0,34823,41072,1,10,34794,42394,3,2,33478
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,379,2,1,MCICH_SMC,41054,0,0,34823,41184,3,86,34604,44501,5,4,31367
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,758,2,1,MCICH_SMC,41054,0,0,34823,41184,3,86,34604,46210,4,4,29659
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,1138,2,1,MCICH_SMC,41054,0,0,34823,41184,3,86,34604,47803,5,5,28064
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,1517,2,1,MCICH_SMC,41054,0,0,34823,41804,10,260,33803,49161,6,5,26705
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,1896,2,1,MCICH_SMC,41054,0,0,34823,41804,10,260,33803,50277,5,5,25590
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,2276,2,1,MCICH_SMC,41054,0,0,34823,75857,4,9,7,51380,5,5,24487
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,2655,2,1,MCICH_SMC,41054,0,0,34823,75857,4,9,7,52360,6,5,23506
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,3035,2,1,MCICH_SMC,41054,0,0,34823,75857,4,9,7,53186,6,5,22680
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,3414,2,1,MCICH_SMC,41054,0,0,34823,75857,4,9,7,54153,5,5,21714
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,3793,2,1,MCICH_SMC,41054,0,0,34823,75857,4,9,7,55152,6,5,20714
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4173,2,1,MCICH_SMC,41054,0,0,34823,75857,4,9,7,56064,7,6,19800
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4552,2,1,MCICH_SMC,41054,0,0,34823,75857,4,9,7,56920,6,6,18945
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,4932,2,1,MCICH_SMC,41054,0,0,34823,75857,4,9,7,57754,6,6,18111
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,5311,2,1,MCICH_SMC,41054,0,0,34823,75857,4,9,7,58653,7,6,17211
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,37,2,1,MCICH_SMC,51934,1,0,23942,51934,1,2,23940,52674,3,1,23199
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,75,2,1,MCICH_SMC,51934,1,0,23942,51934,1,2,23940,53023,3,1,22850
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,379,2,1,MCICH_SMC,51934,1,0,23942,52126,5,46,23700,54711,5,3,21158
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,758,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,56019,4,3,19851
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1138,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,57293,5,4,18575
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1517,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,58450,6,4,17417
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,1896,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,59488,5,4,16380
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,2276,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,60497,5,4,15371
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,2655,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,61358,6,4,14509
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3035,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,62119,6,4,13748
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3414,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,62892,5,4,12976
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,3793,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,63676,6,4,12191
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4173,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,64506,7,5,11359
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4552,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,65308,6,5,10558
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,4932,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,66016,7,6,9848
../complex_net_proposal/experiment_networks/epinions.edges,centola,3,20,5311,2,1,MCICH_SMC,51934,1,0,23942,75857,6,8,6,67002,8,6,8861
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,37,2,1,MCICH_SMC,57122,2,0,18753,57146,2,3,18726,57741,5,2,18129
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,75,2,1,MCICH_SMC,57122,2,0,18753,57146,2,3,18726,58061,6,2,17808
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,379,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,59520,6,3,16348
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,758,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,60744,6,3,15124
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1138,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,61886,7,4,13980
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1517,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,62845,8,4,13020
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,1896,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,63768,7,4,12098
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,2276,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,64547,7,4,11319
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,2655,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,65253,7,4,10613
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3035,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,65942,7,4,9924
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3414,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,75850,8,4,15
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,3793,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,75852,8,4,13
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4173,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,75852,8,4,13
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4552,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,75854,8,4,11
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,4932,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,75854,9,4,10
../complex_net_proposal/experiment_networks/epinions.edges,centola,4,20,5311,2,1,MCICH_SMC,57122,2,0,18753,75857,9,5,6,75855,9,4,9
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,37,2,2,MCICH_SMC,41054,0,0,34823,41058,0,0,34819,41934,2,1,33940
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,75,2,2,MCICH_SMC,41054,0,0,34823,41073,1,9,34794,42395,2,1,33479
../complex_net_proposal/experiment_networks/epinions.edges,centola,2,20,379,2,2,MCICH_SMC,41054,0,0,34823,41169,4,74,34630,44509,4,3,31361
