time,threshold,blocking,state_0,state_1,state_2,state_3
14,4,no_block,-96,-1,-30,127
15,4,no_block,-42,0,-67,109
16,4,no_block,-30,0,-4,34
17,4,no_block,-21,0,-2,23
18,4,no_block,-6,0,-9,15
19,4,no_block,-2,0,-3,5
20,4,no_block,0,0,-2,2
21,4,no_block,0,0,0,0
2,4,mcich,0,0,0,0
3,4,mcich,0,0,0,0
2,4,degree,-4,1,3,0
3,4,degree,-14,0,10,4
4,4,degree,-70,-2,53,19
5,4,degree,-104,0,73,31
6,4,degree,-49,0,-34,83
7,4,degree,-41,0,-35,76
8,4,degree,-53,0,16,37
9,4,degree,-27,1,-2,28
10,4,degree,-38,6,-12,44
11,4,degree,-62,30,2,30
12,4,degree,-50,28,-4,26
13,4,degree,-82,68,-25,39
14,4,degree,-133,93,16,24
15,4,degree,-159,77,68,14
16,4,degree,-180,57,105,18
17,4,degree,-152,59,50,43
18,4,degree,-73,20,-41,94
19,4,degree,-43,3,-98,138
20,4,degree,-54,-51,-49,154
21,4,degree,-67,-96,0,163
22,4,degree,-100,-100,52,148
23,4,degree,-141,-53,55,139
24,4,degree,-79,-88,-31,198
25,4,degree,-90,-54,14,130
26,4,degree,-45,-5,7,43
27,4,degree,-40,0,23,17
28,4,degree,-54,0,28,26
29,4,degree,-21,0,-13,34
30,4,degree,-7,0,-20,27
31,4,degree,-1,0,-11,12
32,4,degree,0,0,-6,6
33,4,degree,0,0,-8,8
34,4,degree,0,0,-1,1
35,4,degree,0,0,0,0
2,4,random,-26,1,15,10
3,4,random,-208,1,50,157
4,4,random,-162,4,5,153
5,4,random,-251,4,101,146
6,4,random,-443,14,63,366
7,4,random,-396,7,6,383
8,4,random,-266,8,25,233
9,4,random,-265,10,-22,277
10,4,random,-324,4,-66,386
11,4,random,-235,23,48,164
12,4,random,-253,-10,35,228
13,4,random,-152,-9,-60,221
14,4,random,-122,4,-28,146
15,4,random,-44,2,-16,58
16,4,random,-27,2,-13,38
17,4,random,-20,1,2,17
18,4,random,-24,0,11,13
19,4,random,-10,0,-12,22
20,4,random,-4,0,-6,10
21,4,random,0,0,-14,14
22,4,random,-1,1,-30,30
23,4,random,0,0,-2,2
24,4,random,0,0,0,0
2,2,no_block,-186,101,47,38
3,2,no_block,-682,57,123,502
4,2,no_block,-669,11,7,651
5,2,no_block,-1246,-31,49,1228
6,2,no_block,-1185,20,-96,1261
7,2,no_block,-696,-80,-78,854
8,2,no_block,-212,-57,-39,308
9,2,no_block,-89,-15,-16,120
10,2,no_block,-20,-9,-2,31
11,2,no_block,-6,-6,0,12
12,2,no_block,-1,0,-1,2
13,2,no_block,-1,0,0,1
14,2,no_block,-2,0,0,2
15,2,no_block,-2,0,0,2
16,2,no_block,-2,0,0,2
17,2,no_block,0,0,0,0
2,2,mcich,-98,13,85,0
3,2,mcich,-620,-5,620,5
4,2,mcich,-656,-2,656,2
5,2,mcich,-1262,-15,1262,15
6,2,mcich,-1165,0,1165,0
7,2,mcich,-776,0,776,0
8,2,mcich,-269,0,269,0
9,2,mcich,-84,0,84,0
10,2,mcich,0,0,0,0
2,2,degree,-151,82,59,10
3,2,degree,-517,40,286,191
4,2,degree,-364,-12,27,349
5,2,degree,-486,-100,129,457
6,2,degree,-915,15,469,431
7,2,degree,-964,-26,125,865
8,2,degree,-767,-8,-38,813
9,2,degree,-372,0,-347,719
10,2,degree,-130,0,-314,444
11,2,degree,-54,0,-136,190
12,2,degree,-30,0,-39,69
13,2,degree,-18,0,-22,40
14,2,degree,-12,0,-15,27
15,2,degree,-4,0,-24,28
16,2,degree,-2,0,-8,10
17,2,degree,0,0,-5,5
18,2,degree,0,0,0,0
2,2,random,-184,100,47,37
3,2,random,-677,61,128,488
4,2,random,-671,17,28,626
5,2,random,-1240,-24,98,1166
6,2,random,-1186,32,-53,1207
7,2,random,-693,-76,-90,859
8,2,random,-221,-49,-28,298
9,2,random,-89,-20,-16,125
10,2,random,-21,-9,-4,34
11,2,random,-6,-6,0,12
12,2,random,-1,0,-1,2
13,2,random,-1,0,0,1
14,2,random,-2,0,1,1
15,2,random,-2,0,2,0
16,2,random,-2,0,2,0
17,2,random,0,0,0,0
2,3,no_block,-76,63,0,13
3,3,no_block,-349,135,25,189
4,3,no_block,-428,-24,44,408
5,3,no_block,-485,2,-47,530
6,3,no_block,-636,-7,11,632
7,3,no_block,-521,-75,34,562
8,3,no_block,-638,91,-4,551
9,3,no_block,-398,-112,-57,567
10,3,no_block,-232,-22,-12,266
11,3,no_block,-120,-26,0,146
12,3,no_block,-97,-14,0,111
13,3,no_block,-64,-14,0,78
14,3,no_block,-42,1,0,41
15,3,no_block,-5,-5,0,10
16,3,no_block,-5,1,0,4
17,3,no_block,-2,-1,0,3
18,3,no_block,-2,0,0,2
19,3,no_block,0,-2,0,2
20,3,no_block,0,0,0,0
2,3,mcich,0,0,0,0
3,3,mcich,0,0,0,0
2,3,degree,-44,39,4,1
3,3,degree,-145,62,65,18
4,3,degree,-250,5,160,85
5,3,degree,-238,11,108,119
6,3,degree,-259,-7,132,134
7,3,degree,-205,-80,72,213
8,3,degree,-327,-38,207,158
9,3,degree,-309,-1,118,192
10,3,degree,-415,0,262,153
11,3,degree,-489,0,296,193
12,3,degree,-299,0,-10,309
13,3,degree,-281,0,1,280
14,3,degree,-230,0,-70,300
15,3,degree,-139,0,-38,177
16,3,degree,-100,0,-78,178
17,3,degree,-44,0,-212,256
18,3,degree,-19,0,-272,291
19,3,degree,-13,0,-191,204
20,3,degree,-5,0,-109,114
21,3,degree,-1,0,-77,78
22,3,degree,-1,0,-34,35
23,3,degree,0,0,-23,23
24,3,degree,0,0,-34,34
25,3,degree,0,0,-12,12
26,3,degree,0,0,-1,1
27,3,degree,0,0,0,0
2,3,random,-76,64,0,12
3,3,random,-339,143,19,177
4,3,random,-407,-18,32,393
5,3,random,-501,-5,5,501
6,3,random,-644,0,35,609
7,3,random,-525,-56,50,531
8,3,random,-619,114,4,501
9,3,random,-403,-116,-46,565
10,3,random,-239,-21,-8,268
11,3,random,-120,-49,8,161
12,3,random,-96,-12,5,103
13,3,random,-70,-8,5,73
14,3,random,-41,-1,3,39
15,3,random,-7,-2,3,6
16,3,random,-3,0,1,2
17,3,random,-1,0,1,0
18,3,random,0,0,0,0
2,4,no_block,-28,28,0,0
3,4,no_block,-253,253,0,0
4,4,no_block,-178,178,-1,1
5,4,no_block,-197,197,0,0
6,4,no_block,-485,485,-3,3
7,4,no_block,-372,372,-1,1
8,4,no_block,-353,353,0,0
9,4,no_block,-201,201,0,0
10,4,no_block,-241,241,0,0
11,4,no_block,-235,235,0,0
12,4,no_block,-311,311,0,0
13,4,no_block,-201,201,-1,1
14,4,no_block,-77,77,0,0
15,4,no_block,-57,57,0,0
16,4,no_block,-31,31,0,0
17,4,no_block,-12,12,0,0
18,4,no_block,-3,3,0,0
19,4,no_block,0,0,0,0
2,4,mcich,0,0,0,0
3,4,mcich,0,0,0,0
2,4,degree,-4,4,0,0
3,4,degree,-40,40,0,0
4,4,degree,-47,47,0,0
5,4,degree,-6,6,0,0
6,4,degree,-4,4,0,0
7,4,degree,-1,1,0,0
8,4,degree,-4,4,0,0
9,4,degree,-6,6,0,0
10,4,degree,-1,1,0,0
11,4,degree,0,0,0,0
2,4,random,-26,26,0,0
3,4,random,-237,237,0,0
4,4,random,-176,176,-1,1
5,4,random,-187,187,0,0
6,4,random,-460,460,-3,3
7,4,random,-359,359,-1,1
8,4,random,-364,364,0,0
9,4,random,-193,193,0,0
10,4,random,-227,227,0,0
11,4,random,-240,240,0,0
12,4,random,-314,314,0,0
13,4,random,-205,205,-1,1
14,4,random,-71,71,0,0
15,4,random,-49,49,0,0
16,4,random,-29,29,0,0
17,4,random,-11,11,0,0
18,4,random,-3,3,0,0
19,4,random,0,0,0,0
2,2,no_block,-220,100,36,84
3,2,no_block,-829,162,86,581
4,2,no_block,-890,22,-62,930
5,2,no_block,-1185,-83,46,1222
6,2,no_block,-1091,-119,-38,1248
7,2,no_block,-532,-59,-62,653
8,2,no_block,-151,-15,-10,176
9,2,no_block,-73,-11,-2,86
10,2,no_block,-17,-3,0,20
11,2,no_block,-3,-2,0,5
12,2,no_block,-1,0,0,1
13,2,no_block,-1,0,0,1
14,2,no_block,-2,0,0,2
15,2,no_block,-2,0,0,2
16,2,no_block,-2,0,0,2
17,2,no_block,0,0,0,0
2,2,mcich,-220,100,36,84
3,2,mcich,-829,162,86,581
4,2,mcich,-890,22,-62,930
5,2,mcich,-1185,-83,46,1222
6,2,mcich,-1091,-119,-38,1248
7,2,mcich,-532,-59,-62,653
8,2,mcich,-101,-4,-8,113
9,2,mcich,0,0,0,0
2,2,degree,-164,75,39,50
3,2,degree,-576,118,157,301
4,2,degree,-400,-61,-24,485
5,2,degree,-575,24,77,474
6,2,degree,-1017,-89,301,805
7,2,degree,-907,-45,34,918
8,2,degree,-575,-10,-196,781
9,2,degree,-275,-15,-95,385
10,2,degree,-117,-5,-94,216
11,2,degree,-64,0,-27,91
12,2,degree,-31,0,-28,59
13,2,degree,-17,0,-19,36
14,2,degree,-15,0,-16,31
15,2,degree,-5,0,-5,10
16,2,degree,-3,0,-2,5
17,2,degree,0,0,-2,2
18,2,degree,0,0,0,0
2,2,random,-216,96,41,79
3,2,random,-826,164,133,529
4,2,random,-883,29,1,853
5,2,random,-1144,-97,148,1093
6,2,random,-1101,-84,181,1004
7,2,random,-562,-26,-204,792
8,2,random,-161,-6,-84,251
9,2,random,-73,-11,-18,102
10,2,random,-20,-3,-26,49
11,2,random,-4,-1,-12,17
12,2,random,-1,0,-6,7
13,2,random,-1,0,0,1
14,2,random,-2,0,0,2
15,2,random,-2,0,0,2
16,2,random,-2,0,2,0
17,2,random,0,0,0,0
2,3,no_block,-70,32,14,24
3,3,no_block,-488,95,57,336
4,3,no_block,-578,23,162,393
5,3,no_block,-525,-79,1,603
6,3,no_block,-558,-49,-59,666
7,3,no_block,-643,1,66,576
8,3,no_block,-512,-26,-121,659
9,3,no_block,-292,-3,-48,343
10,3,no_block,-133,-2,-52,187
11,3,no_block,-122,0,0,122
12,3,no_block,-86,0,-8,94
13,3,no_block,-51,0,-9,60
14,3,no_block,-28,0,-9,37
15,3,no_block,-5,0,0,5
16,3,no_block,-5,0,0,5
17,3,no_block,-2,0,0,2
18,3,no_block,-2,0,0,2
19,3,no_block,0,0,0,0
2,3,mcich,0,0,0,0
3,3,mcich,0,0,0,0
2,3,degree,-40,20,12,8
3,3,degree,-257,35,125,97
4,3,degree,-410,36,180,194
5,3,degree,-260,-26,12,274
6,3,degree,-97,-44,-29,170
7,3,degree,-164,-22,65,121
8,3,degree,-441,-6,333,114
9,3,degree,-496,0,241,255
10,3,degree,-410,-1,53,358
11,3,degree,-277,0,-27,304
12,3,degree,-297,0,23,274
13,3,degree,-226,0,54,172
14,3,degree,-144,0,14,130
15,3,degree,-114,0,-143,257
16,3,degree,-68,0,-305,373
17,3,degree,-32,0,-190,222
18,3,degree,-15,0,-141,156
19,3,degree,-14,0,-56,70
20,3,degree,-5,0,-28,33
21,3,degree,-1,0,-42,43
22,3,degree,-1,0,-17,18
23,3,degree,0,0,-8,8
24,3,degree,0,0,-1,1
25,3,degree,0,0,0,0
2,3,random,-69,31,14,24
3,3,random,-485,99,64,322
4,3,random,-577,31,185,361
5,3,random,-522,-76,81,517
6,3,random,-557,-46,-73,676
7,3,random,-639,7,123,509
8,3,random,-512,-9,-90,611
9,3,random,-287,8,-99,378
10,3,random,-143,4,-36,175
11,3,random,-119,-1,-2,122
12,3,random,-89,5,-24,108
13,3,random,-53,3,-19,69
14,3,random,-27,2,-6,31
15,3,random,-7,3,-7,11
16,3,random,-5,2,0,3
17,3,random,-2,0,1,1
18,3,random,-2,0,2,0
19,3,random,0,0,0,0
2,4,no_block,-20,14,3,3
3,4,no_block,-274,146,48,80
4,4,no_block,-376,191,-34,219
5,4,no_block,-280,54,-18,244
6,4,no_block,-408,-56,-4,468
7,4,no_block,-328,-91,-1,420
8,4,no_block,-286,14,0,272
9,4,no_block,-171,-179,0,350
10,4,no_block,-236,-12,0,248
11,4,no_block,-262,10,0,252
12,4,no_block,-275,17,0,258
13,4,no_block,-155,-43,0,198
14,4,no_block,-66,-52,0,118
15,4,no_block,-54,-3,0,57
16,4,no_block,-29,-3,0,32
17,4,no_block,-12,-10,0,22
18,4,no_block,-3,-3,0,6
19,4,no_block,0,-2,0,2
20,4,no_block,0,0,0,0
2,4,mcich,0,0,0,0
3,4,mcich,0,0,0,0
2,4,degree,-6,6,0,0
3,4,degree,-47,47,-1,1
4,4,degree,-93,93,0,0
5,4,degree,-132,132,0,0
6,4,degree,-117,117,0,0
7,4,degree,-35,35,0,0
8,4,degree,-6,6,0,0
9,4,degree,-11,11,-1,1
10,4,degree,-48,48,-1,1
11,4,degree,-86,86,-1,1
12,4,degree,-70,70,0,0
13,4,degree,-58,58,0,0
14,4,degree,-52,52,-1,1
15,4,degree,-30,30,0,0
16,4,degree,-30,30,0,0
17,4,degree,-31,31,0,0
18,4,degree,-17,17,0,0
19,4,degree,-26,26,0,0
20,4,degree,-69,69,0,0
21,4,degree,-118,118,0,0
22,4,degree,-114,114,0,0
23,4,degree,-95,95,0,0
24,4,degree,-55,55,0,0
25,4,degree,-51,51,0,0
26,4,degree,-95,95,0,0
27,4,degree,-117,117,0,0
28,4,degree,-76,76,0,0
29,4,degree,-34,34,0,0
30,4,degree,-22,22,0,0
31,4,degree,-24,24,0,0
32,4,degree,-34,34,0,0
33,4,degree,-27,27,0,0
34,4,degree,-12,12,0,0
35,4,degree,-6,6,0,0
36,4,degree,-8,8,0,0
37,4,degree,-1,1,0,0
38,4,degree,0,0,0,0
2,4,random,-20,14,4,2
3,4,random,-268,140,80,48
4,4,random,-374,190,-18,202
5,4,random,-269,49,42,178
6,4,random,-381,-68,119,330
7,4,random,-267,-132,-111,510
8,4,random,-332,67,-22,287
9,4,random,-187,-75,15,247
10,4,random,-232,-95,8,319
11,4,random,-258,8,-7,257
12,4,random,-244,-4,25,223
13,4,random,-171,-3,7,167
14,4,random,-112,20,-27,119
15,4,random,-54,1,5,48
16,4,random,-27,3,-13,37
17,4,random,-25,-4,-9,38
18,4,random,-7,-8,-7,22
19,4,random,-5,-33,0,38
20,4,random,0,-4,0,4
21,4,random,0,-2,0,2
22,4,random,0,0,0,0
2,2,no_block,-234,83,89,62
3,2,no_block,-781,294,180,307
4,2,no_block,-749,122,-175,802
5,2,no_block,-1114,66,-42,1090
6,2,no_block,-1163,-57,-5,1225
7,2,no_block,-671,-294,-30,995
8,2,no_block,-177,-164,-12,353
9,2,no_block,-76,-31,-11,118
10,2,no_block,-20,-20,0,40
11,2,no_block,-6,-3,0,9
12,2,no_block,-1,-2,0,3
13,2,no_block,-1,0,0,1
14,2,no_block,-2,0,0,2
15,2,no_block,-2,0,0,2
16,2,no_block,-2,0,0,2
17,2,no_block,0,0,0,0
2,2,mcich,-149,-2,149,2
3,2,mcich,-485,-2,485,2
4,2,mcich,-625,-2,625,2
5,2,mcich,-1048,0,1048,0
6,2,mcich,-1220,0,1220,0
7,2,mcich,-965,0,965,0
8,2,mcich,-341,0,341,0
9,2,mcich,-78,0,78,0
10,2,mcich,0,0,0,0
2,2,degree,-198,56,86,56
3,2,degree,-560,123,203,234
4,2,degree,-400,51,14,335
5,2,degree,-478,-44,106,416
6,2,degree,-924,41,258,625
7,2,degree,-980,-42,122,900
8,2,degree,-667,-95,-147,909
9,2,degree,-322,-59,-246,627
10,2,degree,-116,-28,-129,273
11,2,degree,-41,0,-68,109
12,2,degree,-27,2,-36,61
13,2,degree,-18,-5,-21,44
14,2,degree,-14,1,-18,31
15,2,degree,-10,-5,0,15
16,2,degree,0,-2,-5,7
17,2,degree,0,0,-2,2
18,2,degree,0,0,0,0
2,2,random,-230,83,87,60
3,2,random,-774,292,202,280
4,2,random,-748,130,-62,680
5,2,random,-1069,55,-126,1140
6,2,random,-1130,-37,105,1062
7,2,random,-731,-227,-46,1004
8,2,random,-197,-178,-14,389
9,2,random,-78,-36,-13,127
10,2,random,-22,-19,-2,43
11,2,random,-7,-1,-1,9
12,2,random,-2,-1,1,2
13,2,random,-1,0,1,0
14,2,random,-2,0,2,0
15,2,random,-2,0,2,0
16,2,random,-2,0,2,0
17,2,random,0,0,0,0
2,3,no_block,-69,39,29,1
3,3,no_block,-467,290,147,30
4,3,no_block,-380,130,61,189
5,3,no_block,-428,142,-94,380
6,3,no_block,-698,218,-43,523
7,3,no_block,-422,-203,-67,692
8,3,no_block,-560,30,-31,561
9,3,no_block,-467,-39,-6,512
10,3,no_block,-243,-271,-2,516
11,3,no_block,-144,-117,0,261
12,3,no_block,-94,-62,0,156
13,3,no_block,-70,-45,0,115
14,3,no_block,-38,-46,0,84
15,3,no_block,-9,-44,0,53
16,3,no_block,-4,-21,0,25
17,3,no_block,-3,-2,0,5
18,3,no_block,-2,-3,0,5
19,3,no_block,-2,0,0,2
20,3,no_block,0,-2,0,2
21,3,no_block,0,0,0,0
2,3,mcich,0,0,0,0
3,3,mcich,0,0,0,0
2,3,degree,-52,24,28,0
3,3,degree,-234,97,115,22
4,3,degree,-284,68,115,101
5,3,degree,-223,69,31,123
6,3,degree,-213,40,80,93
7,3,degree,-148,66,0,82
8,3,degree,-126,47,21,58
9,3,degree,-192,32,106,54
10,3,degree,-242,58,42,142
11,3,degree,-326,-2,-28,356
12,3,degree,-331,-97,-25,453
13,3,degree,-191,-184,-103,478
14,3,degree,-189,-117,6,300
15,3,degree,-264,-37,84,217
16,3,degree,-300,-30,10,320
17,3,degree,-179,-36,-104,319
18,3,degree,-84,-2,-104,190
19,3,degree,-61,-2,-57,120
20,3,degree,-35,0,-13,48
21,3,degree,-23,0,0,23
22,3,degree,-13,0,-17,30
23,3,degree,-8,0,-8,16
24,3,degree,-2,0,-2,4
25,3,degree,-1,0,0,1
26,3,degree,0,0,0,0
2,3,random,-66,36,29,1
3,3,random,-433,258,145,30
4,3,random,-390,144,61,185
5,3,random,-374,92,-89,371
6,3,random,-702,228,-29,503
7,3,random,-424,-196,-55,675
8,3,random,-557,41,-16,532
9,3,random,-494,64,5,425
10,3,random,-249,-275,11,513
11,3,random,-149,-132,10,271
12,3,random,-106,-59,9,156
13,3,random,-79,-34,2,111
14,3,random,-43,-30,3,70
15,3,random,-8,-45,1,52
16,3,random,-7,-24,3,28
17,3,random,-5,-2,2,5
18,3,random,-2,-3,0,5
19,3,random,-2,0,0,2
20,3,random,0,-2,0,2
21,3,random,0,0,0,0
2,4,no_block,-12,12,0,0
3,4,no_block,-172,172,0,0
4,4,no_block,-286,286,0,0
5,4,no_block,-260,260,0,0
6,4,no_block,-457,457,-2,2
7,4,no_block,-468,468,-3,3
8,4,no_block,-265,265,0,0
9,4,no_block,-213,213,-1,1
10,4,no_block,-262,262,0,0
11,4,no_block,-229,229,0,0
12,4,no_block,-282,282,0,0
13,4,no_block,-155,155,0,0
14,4,no_block,-73,73,0,0
15,4,no_block,-55,55,0,0
16,4,no_block,-31,31,0,0
17,4,no_block,-12,12,0,0
18,4,no_block,-3,3,0,0
19,4,no_block,0,0,0,0
2,4,mcich,0,0,0,0
3,4,mcich,0,0,0,0
2,4,degree,-5,5,0,0
3,4,degree,-36,36,0,0
4,4,degree,-87,87,0,0
5,4,degree,-68,68,0,0
6,4,degree,-128,128,0,0
7,4,degree,-84,84,0,0
8,4,degree,-43,43,0,0
9,4,degree,-62,62,-1,1
10,4,degree,-75,75,0,0
11,4,degree,-72,72,-1,1
12,4,degree,-92,92,0,0
13,4,degree,-69,69,0,0
14,4,degree,-30,30,0,0
15,4,degree,-19,19,0,0
16,4,degree,-24,24,0,0
17,4,degree,-67,67,0,0
18,4,degree,-124,124,0,0
19,4,degree,-111,111,0,0
20,4,degree,-60,60,0,0
21,4,degree,-28,28,0,0
22,4,degree,-59,59,0,0
23,4,degree,-76,76,0,0
24,4,degree,-97,97,-1,1
25,4,degree,-53,53,0,0
26,4,degree,-65,65,0,0
27,4,degree,-57,57,0,0
28,4,degree,-35,35,0,0
29,4,degree,-35,35,0,0
30,4,degree,-20,20,0,0
31,4,degree,-23,23,0,0
32,4,degree,-23,23,0,0
33,4,degree,-9,9,0,0
34,4,degree,-9,9,0,0
35,4,degree,-1,1,0,0
36,4,degree,0,0,0,0
2,4,random,-11,11,0,0
3,4,random,-160,160,0,0
4,4,random,-276,276,0,0
5,4,random,-254,254,0,0
6,4,random,-423,423,-2,2
7,4,random,-365,365,-2,2
8,4,random,-328,328,-1,1
9,4,random,-183,183,-1,1
10,4,random,-252,252,0,0
11,4,random,-221,221,0,0
12,4,random,-262,262,0,0
13,4,random,-104,104,0,0
14,4,random,-35,35,0,0
15,4,random,-29,29,0,0
16,4,random,-66,66,0,0
17,4,random,-25,25,0,0
18,4,random,-26,26,0,0
19,4,random,-22,22,0,0
20,4,random,-7,7,0,0
21,4,random,-1,1,0,0
22,4,random,0,0,0,0
2,2,no_block,-266,77,64,125
3,2,no_block,-897,-20,53,864
4,2,no_block,-764,-29,189,604
5,2,no_block,-1168,-22,-3,1193
6,2,no_block,-1140,10,-147,1277
7,2,no_block,-517,-21,-101,639
8,2,no_block,-154,0,-40,194
9,2,no_block,-67,-1,-13,81
10,2,no_block,-15,0,-3,18
11,2,no_block,-3,0,-3,6
12,2,no_block,-1,0,0,1
13,2,no_block,-1,0,0,1
14,2,no_block,-2,0,0,2
15,2,no_block,-2,0,0,2
16,2,no_block,-2,0,0,2
17,2,no_block,0,0,0,0
2,2,mcich,-266,77,64,125
3,2,mcich,-897,-20,53,864
4,2,mcich,-764,-29,189,604
5,2,mcich,-1168,-22,-3,1193
6,2,mcich,-1140,10,-147,1277
7,2,mcich,-517,-21,-101,639
8,2,mcich,-108,1,-31,138
9,2,mcich,0,0,0,0
2,2,degree,-216,72,77,67
3,2,degree,-671,10,201,460
4,2,degree,-330,-80,10,400
5,2,degree,-507,-3,209,301
6,2,degree,-961,-3,421,543
7,2,degree,-883,-2,87,798
8,2,degree,-632,0,-146,778
9,2,degree,-302,0,-374,676
10,2,degree,-134,0,-179,313
11,2,degree,-47,0,-101,148
12,2,degree,-29,0,-28,57
13,2,degree,-14,0,-23,37
14,2,degree,-11,0,-21,32
15,2,degree,-5,0,-18,23
16,2,degree,-3,0,-6,9
17,2,degree,0,0,-4,4
18,2,degree,0,0,0,0
2,2,random,-262,74,67,121
3,2,random,-899,-12,76,835
4,2,random,-763,-18,208,573
5,2,random,-1161,-12,33,1140
6,2,random,-1140,29,-112,1223
7,2,random,-518,-13,-90,621
8,2,random,-158,-1,-33,192
9,2,random,-69,-1,-15,85
10,2,random,-15,0,-3,18
11,2,random,-3,0,-1,4
12,2,random,-1,0,-2,3
13,2,random,-1,0,-1,2
14,2,random,-2,0,0,2
15,2,random,-2,0,0,2
16,2,random,-2,0,0,2
17,2,random,0,0,0,0
2,3,no_block,-120,63,38,19
3,3,no_block,-664,232,254,178
4,3,no_block,-560,-65,123,502
5,3,no_block,-522,-196,130,588
6,3,no_block,-464,8,-59,515
7,3,no_block,-585,-9,50,544
8,3,no_block,-523,-18,-166,707
9,3,no_block,-281,3,-192,470
10,3,no_block,-146,-22,-52,220
11,3,no_block,-98,-2,-2,102
12,3,no_block,-78,0,-35,113
13,3,no_block,-39,0,-34,73
14,3,no_block,-9,0,-39,48
15,3,no_block,-4,0,-15,19
16,3,no_block,-3,0,-3,6
17,3,no_block,-2,0,-2,4
18,3,no_block,-2,0,0,2
19,3,no_block,0,0,0,0
2,3,mcich,-57,0,57,0
3,3,mcich,-430,-2,430,2
4,3,mcich,-621,-4,621,4
5,3,mcich,-718,0,718,0
6,3,mcich,-456,0,456,0
7,3,mcich,-594,0,594,0
8,3,mcich,-541,0,541,0
9,3,mcich,-278,0,278,0
10,3,mcich,-168,0,168,0
11,3,mcich,-100,0,100,0
12,3,mcich,-50,0,50,0
13,3,mcich,0,0,0,0
2,3,degree,-90,49,38,3
3,3,degree,-410,126,251,33
4,3,degree,-329,60,93,176
5,3,degree,-275,-182,172,285
6,3,degree,-192,-54,99,147
7,3,degree,-311,-5,241,75
8,3,degree,-353,0,302,51
9,3,degree,-347,0,272,75
10,3,degree,-473,0,336,137
11,3,degree,-338,0,261,77
12,3,degree,-276,0,196,80
13,3,degree,-210,0,112,98
14,3,degree,-84,0,-62,146
15,3,degree,-61,0,-227,288
16,3,degree,-29,0,-387,416
17,3,degree,-26,0,-246,272
18,3,degree,-14,0,-205,219
19,3,degree,-8,0,-165,173
20,3,degree,-2,0,-209,211
21,3,degree,-1,0,-259,260
22,3,degree,0,0,-167,167
23,3,degree,0,0,-96,96
24,3,degree,0,0,-46,46
25,3,degree,0,0,-20,20
26,3,degree,0,0,-9,9
27,3,degree,0,0,-7,7
28,3,degree,0,0,-1,1
29,3,degree,0,0,0,0
2,3,random,-117,60,38,19
3,3,random,-656,225,257,174
4,3,random,-558,-64,138,484
5,3,random,-516,-192,135,573
6,3,random,-458,21,-64,501
7,3,random,-592,0,72,520
8,3,random,-537,-6,-119,662
9,3,random,-281,3,-182,460
10,3,random,-142,-18,-37,197
11,3,random,-95,5,-4,94
12,3,random,-85,10,-33,108
13,3,random,-42,4,-29,67
14,3,random,-9,0,-40,49
15,3,random,-4,0,-13,17
16,3,random,-3,0,-4,7
17,3,random,-2,0,-2,4
18,3,random,-2,0,0,2
19,3,random,0,0,0,0
2,4,no_block,-45,27,18,0
3,4,no_block,-309,83,225,1
4,4,no_block,-384,160,215,9
5,4,no_block,-444,192,136,116
6,4,no_block,-369,-193,122,440
7,4,no_block,-236,-191,-61,488
8,4,no_block,-162,-57,-147,366
9,4,no_block,-185,-25,-114,324
10,4,no_block,-266,1,58,207
11,4,no_block,-291,-3,56,238
12,4,no_block,-233,0,-25,258
13,4,no_block,-148,0,-100,248
14,4,no_block,-72,0,-148,220
15,4,no_block,-58,0,-97,155
16,4,no_block,-21,0,-67,88
17,4,no_block,-11,0,-31,42
18,4,no_block,-1,0,-22,23
19,4,no_block,0,0,-14,14
20,4,no_block,0,0,-7,7
21,4,no_block,0,0,-1,1
22,4,no_block,0,0,0,0
2,4,mcich,0,0,0,0
3,4,mcich,0,0,0,0
2,4,degree,-21,19,2,0
3,4,degree,-64,59,5,0
4,4,degree,-124,80,44,0
5,4,degree,-104,39,65,0
6,4,degree,-83,9,73,1
7,4,degree,-111,11,98,2
8,4,degree,-128,72,53,3
9,4,degree,-133,83,38,12
10,4,degree,-150,66,21,63
11,4,degree,-100,15,-12,97
12,4,degree,-53,-66,24,95
13,4,degree,-42,-39,36,45
14,4,degree,-18,-7,18,7
15,4,degree,-37,-34,37,34
16,4,degree,-52,-90,52,90
17,4,degree,-81,-65,81,65
18,4,degree,-117,-15,117,15
19,4,degree,-89,-8,89,8
20,4,degree,-57,-39,57,39
21,4,degree,-45,-79,45,79
22,4,degree,-76,-15,76,15
23,4,degree,-64,-2,64,2
24,4,degree,-87,0,87,0
25,4,degree,-78,0,78,0
26,4,degree,-70,0,70,0
27,4,degree,-51,0,51,0
28,4,degree,-56,0,56,0
29,4,degree,-33,0,33,0
30,4,degree,-29,0,29,0
31,4,degree,-47,0,47,0
32,4,degree,-19,0,19,0
33,4,degree,-7,0,7,0
34,4,degree,-1,0,1,0
35,4,degree,0,0,0,0
2,4,random,-44,26,18,0
3,4,random,-304,83,220,1
4,4,random,-378,159,211,8
5,4,random,-436,198,131,107
6,4,random,-362,-186,117,431
7,4,random,-229,-186,-67,482
8,4,random,-173,-50,-126,349
9,4,random,-184,-20,-104,308
10,4,random,-264,10,70,184
11,4,random,-294,34,81,179
12,4,random,-237,14,-2,225
13,4,random,-152,5,-71,218
14,4,random,-73,8,-138,203
15,4,random,-63,21,-109,151
