network_name,threshold,seed_size,budget_total,0_no_block,1_no_block,2_no_block,3_no_block,0_cbh,1_cbh,2_cbh,3_cbh,0_degree,1_degree,2_degree,3_degree,0_random,1_random,2_random,3_random
fb-pages-politician,4,20,384,2653,3246,0,9,5888,11,5,4,5888,11,5,4,3212,2687,0,9
fb-pages-politician,4,20,413,2653,3246,0,9,5888,11,5,4,5888,11,5,4,3479,2420,0,9
fb-pages-politician,4,20,443,2653,3246,0,9,5888,11,5,4,5888,11,5,4,3486,2413,0,9
fb-pages-politician,4,20,472,2653,3246,0,9,5888,11,5,4,5888,11,5,4,3658,2241,0,9
fb-pages-politician,4,20,502,2653,3246,0,9,5888,11,5,4,5888,11,5,4,3575,2324,0,9
fb-pages-politician,4,20,531,2653,3246,0,9,5888,11,5,4,5888,11,5,4,3646,2253,0,9
fb-pages-politician,4,20,561,2653,3246,0,9,5888,11,5,4,5888,11,5,4,3588,2311,0,9
fb-pages-politician,4,20,590,2653,3246,0,9,5888,11,5,4,5888,11,5,4,3867,2032,0,9
fb-pages-politician,4,20,620,2653,3246,0,9,5888,11,5,4,5888,11,5,4,3721,2178,0,9
fb-pages-politician,2,20,59,889,0,0,5019,932,0,6,4970,1118,20,0,4770,889,71,48,4900
fb-pages-politician,2,20,88,889,0,0,5019,938,126,0,4844,1060,140,0,4708,890,86,40,4892
fb-pages-politician,2,20,118,889,0,0,5019,938,126,0,4844,1132,123,0,4653,895,137,57,4819
fb-pages-politician,2,20,147,889,0,0,5019,889,5004,0,15,889,422,0,4597,889,162,0,4857
fb-pages-politician,2,20,177,889,0,0,5019,938,4955,0,15,1065,295,0,4548,891,217,30,4770
fb-pages-politician,2,20,206,889,0,0,5019,1069,4824,0,15,1138,274,0,4496,892,197,70,4749
fb-pages-politician,2,20,236,889,0,0,5019,5888,5,11,4,1201,252,0,4455,894,295,79,4640
fb-pages-politician,2,20,265,889,0,0,5019,5888,5,11,4,1255,253,0,4400,899,260,132,4617
fb-pages-politician,2,20,295,889,0,0,5019,5888,5,11,4,1312,240,0,4356,905,347,124,4532
fb-pages-politician,2,20,324,889,0,0,5019,5888,5,11,4,1360,276,0,4272,913,352,170,4473
fb-pages-politician,2,20,354,889,0,0,5019,5888,5,11,4,1413,281,0,4214,927,402,194,4385
fb-pages-politician,2,20,384,889,0,0,5019,5888,5,11,4,1454,298,0,4156,911,395,224,4378
fb-pages-politician,2,20,413,889,0,0,5019,5888,5,11,4,1509,309,0,4090,939,457,253,4259
fb-pages-politician,2,20,443,889,0,0,5019,5888,5,11,4,1553,337,0,4018,943,462,287,4216
fb-pages-politician,2,20,472,889,0,0,5019,5888,5,11,4,1646,297,0,3965,950,481,314,4163
fb-pages-politician,2,20,502,889,0,0,5019,5888,5,11,4,1695,322,0,3891,932,532,352,4092
fb-pages-politician,2,20,531,889,0,0,5019,5888,5,11,4,1752,312,0,3844,975,517,344,4072
fb-pages-politician,2,20,561,889,0,0,5019,5888,5,11,4,1819,338,0,3751,981,702,369,3856
fb-pages-politician,2,20,590,889,0,0,5019,5888,5,11,4,1890,327,0,3691,986,547,451,3924
fb-pages-politician,2,20,620,889,0,0,5019,5888,5,11,4,1951,317,0,3640,989,582,438,3899
fb-pages-politician,3,20,59,1788,0,0,4120,2124,0,3705,79,1873,231,0,3804,1791,67,1,4049
fb-pages-politician,3,20,88,1788,0,0,4120,5888,5,11,4,1964,206,0,3738,1788,82,19,4019
fb-pages-politician,3,20,118,1788,0,0,4120,5888,5,11,4,2081,257,0,3570,1794,118,168,3828
fb-pages-politician,3,20,147,1788,0,0,4120,5888,5,11,4,2160,243,0,3505,1789,142,74,3903
fb-pages-politician,3,20,177,1788,0,0,4120,5888,5,11,4,2304,173,0,3431,1794,183,153,3778
fb-pages-politician,3,20,206,1788,0,0,4120,5888,5,11,4,2380,191,0,3337,1802,193,182,3731
fb-pages-politician,3,20,236,1788,0,0,4120,5888,5,11,4,2453,246,0,3209,1850,219,187,3652
fb-pages-politician,3,20,265,1788,0,0,4120,5888,5,11,4,2544,259,0,3105,1813,210,321,3564
fb-pages-politician,3,20,295,1788,0,0,4120,5888,5,11,4,2606,700,0,2602,1866,243,183,3616
fb-pages-politician,3,20,324,1788,0,0,4120,5888,5,11,4,3525,5,2310,68,1880,259,256,3513
fb-pages-politician,3,20,354,1788,0,0,4120,5888,5,11,4,3576,9,2260,63,1839,494,241,3334
fb-pages-politician,3,20,384,1788,0,0,4120,5888,5,11,4,5193,63,646,6,1840,327,308,3433
fb-pages-politician,3,20,413,1788,0,0,4120,5888,5,11,4,5218,60,624,6,1955,449,270,3234
fb-pages-politician,3,20,443,1788,0,0,4120,5888,5,11,4,5454,58,391,5,1882,341,324,3361
fb-pages-politician,3,20,472,1788,0,0,4120,5888,5,11,4,5480,58,365,5,1882,425,350,3251
fb-pages-politician,3,20,502,1788,0,0,4120,5888,5,11,4,5500,56,347,5,1932,521,354,3101
fb-pages-politician,3,20,531,1788,0,0,4120,5888,5,11,4,5668,51,184,5,2021,399,373,3115
fb-pages-politician,3,20,561,1788,0,0,4120,5888,5,11,4,5744,41,118,5,1890,456,446,3116
fb-pages-politician,3,20,590,1788,0,0,4120,5888,5,11,4,5768,41,94,5,1974,589,358,2987
fb-pages-politician,3,20,620,1788,0,0,4120,5888,5,11,4,5777,33,93,5,1959,491,445,3013
fb-pages-politician,4,20,59,2653,0,3246,9,5888,5,11,4,3062,0,2837,9,2706,0,3193,9
fb-pages-politician,4,20,88,2653,0,3246,9,5888,5,11,4,3637,0,2262,9,2721,0,3178,9
fb-pages-politician,4,20,118,2653,0,3246,9,5888,5,11,4,3790,0,2109,9,2738,0,3161,9
fb-pages-politician,4,20,147,2653,0,3246,9,5888,5,11,4,4761,4,1138,5,2753,0,3146,9
fb-pages-politician,4,20,177,2653,0,3246,9,5888,5,11,4,5789,4,110,5,2818,0,3081,9
fb-pages-politician,4,20,206,2653,0,3246,9,5888,5,11,4,5791,4,108,5,2895,0,3004,9
fb-pages-politician,4,20,236,2653,0,3246,9,5888,5,11,4,5792,4,107,5,2856,0,3043,9
fb-pages-politician,4,20,265,2653,0,3246,9,5888,5,11,4,5792,4,107,5,2842,0,3057,9
fb-pages-politician,4,20,295,2653,0,3246,9,5888,5,11,4,5814,4,85,5,2895,0,3004,9
fb-pages-politician,4,20,324,2653,0,3246,9,5888,5,11,4,5821,4,78,5,3002,0,2897,9
fb-pages-politician,4,20,354,2653,0,3246,9,5888,5,11,4,5821,4,78,5,3037,0,2862,9
fb-pages-politician,4,20,384,2653,0,3246,9,5888,5,11,4,5821,4,78,5,2917,0,2982,9
fb-pages-politician,4,20,413,2653,0,3246,9,5888,5,11,4,5884,4,15,5,3061,0,2838,9
fb-pages-politician,4,20,443,2653,0,3246,9,5888,5,11,4,5884,4,15,5,3046,0,2853,9
fb-pages-politician,4,20,472,2653,0,3246,9,5888,5,11,4,5887,4,12,5,3056,0,2843,9
fb-pages-politician,4,20,502,2653,0,3246,9,5888,5,11,4,5887,4,12,5,3153,0,2746,9
fb-pages-politician,4,20,531,2653,0,3246,9,5888,5,11,4,5887,4,12,5,3174,0,2725,9
fb-pages-politician,4,20,561,2653,0,3246,9,5888,5,11,4,5887,4,12,5,3141,0,2758,9
fb-pages-politician,4,20,590,2653,0,3246,9,5888,5,11,4,5887,4,12,5,3141,0,2758,9
fb-pages-politician,4,20,620,2653,0,3246,9,5888,5,11,4,5887,4,12,5,3175,0,2724,9
fb-pages-politician,2,20,59,889,0,0,5019,935,0,8,4965,1117,22,0,4769,889,60,52,4907
fb-pages-politician,2,20,88,889,0,0,5019,943,121,0,4844,1062,139,0,4707,889,95,28,4896
fb-pages-politician,2,20,118,889,0,0,5019,943,121,0,4844,1138,118,0,4652,890,134,57,4827
fb-pages-politician,2,20,147,889,0,0,5019,910,4986,0,12,1022,292,0,4594,893,170,16,4829
fb-pages-politician,2,20,177,889,0,0,5019,943,4953,0,12,1120,244,0,4544,892,187,42,4787
fb-pages-politician,2,20,206,889,0,0,5019,1100,4796,0,12,1185,231,0,4492,894,277,68,4669
fb-pages-politician,2,20,236,889,0,0,5019,1100,4796,0,12,1225,232,0,4451,897,272,110,4629
fb-pages-politician,2,20,265,889,0,0,5019,1100,4796,0,12,1283,228,0,4397,904,363,122,4519
fb-pages-politician,2,20,295,889,0,0,5019,1100,4796,0,12,1343,214,0,4351,912,335,152,4509
fb-pages-politician,2,20,324,889,0,0,5019,5888,8,6,6,1402,253,0,4253,929,351,185,4443
fb-pages-politician,2,20,354,889,0,0,5019,5888,8,6,6,1437,266,0,4205,921,375,215,4397
fb-pages-politician,2,20,384,889,0,0,5019,5888,8,6,6,1492,269,0,4147,915,413,239,4341
fb-pages-politician,2,20,413,889,0,0,5019,5888,8,6,6,1542,288,0,4078,916,438,289,4265
fb-pages-politician,2,20,443,889,0,0,5019,5888,8,6,6,1602,302,0,4004,924,449,327,4208
fb-pages-politician,2,20,472,889,0,0,5019,5888,8,6,6,1682,278,0,3948,954,496,338,4120
fb-pages-politician,2,20,502,889,0,0,5019,5888,8,6,6,1736,293,0,3879,941,507,310,4150
fb-pages-politician,2,20,531,889,0,0,5019,5888,8,6,6,1800,272,0,3836,962,578,382,3986
fb-pages-politician,2,20,561,889,0,0,5019,5888,8,6,6,1881,257,0,3770,945,550,429,3984
fb-pages-politician,2,20,590,889,0,0,5019,5888,8,6,6,1929,275,0,3704,975,584,437,3912
fb-pages-politician,2,20,620,889,0,0,5019,5888,8,6,6,1994,287,0,3627,976,625,461,3846
fb-pages-politician,3,20,59,1788,0,0,4120,1806,4090,0,12,1902,209,0,3797,1788,78,8,4034
fb-pages-politician,3,20,88,1788,0,0,4120,1870,4026,0,12,2064,115,0,3729,1788,80,26,4014
fb-pages-politician,3,20,118,1788,0,0,4120,5888,8,6,6,2131,207,0,3570,1792,113,71,3932
fb-pages-politician,3,20,147,1788,0,0,4120,5888,8,6,6,2280,123,0,3505,1794,139,101,3874
fb-pages-politician,3,20,177,1788,0,0,4120,5888,8,6,6,2361,115,268,3164,1798,217,123,3770
fb-pages-politician,3,20,206,1788,0,0,4120,5888,8,6,6,2457,128,358,2965,1808,170,134,3796
fb-pages-politician,3,20,236,1788,0,0,4120,5888,8,6,6,2869,123,1,2915,1814,217,212,3665
fb-pages-politician,3,20,265,1788,0,0,4120,5888,8,6,6,2956,2302,1,649,1799,313,152,3644
fb-pages-politician,3,20,295,1788,0,0,4120,5888,8,6,6,3006,2687,1,214,1823,302,325,3458
fb-pages-politician,3,20,324,1788,0,0,4120,5888,8,6,6,5264,433,1,210,1815,286,279,3528
fb-pages-politician,3,20,354,1788,0,0,4120,5888,8,6,6,5284,421,1,202,1828,366,258,3456
fb-pages-politician,3,20,384,1788,0,0,4120,5888,8,6,6,5300,408,1,199,1889,386,260,3373
fb-pages-politician,3,20,413,1788,0,0,4120,5888,8,6,6,5314,401,1,192,1870,493,342,3203
fb-pages-politician,3,20,443,1788,0,0,4120,5888,8,6,6,5536,183,3,186,2041,366,311,3190
fb-pages-politician,3,20,472,1788,0,0,4120,5888,8,6,6,5587,139,3,179,1892,459,405,3152
