network_name,seed_method,threshold,seed_size,budget_total,smart_methodno_block_0,no_block_1,no_block_2,no_block_3,mcich_0,mcich_1,mcich_2,mcich_3,random_0,random_1,random_2,random_3,degree_0,degree_1,degree_2,degree_3
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3032.0,MCICH_ILP,22348,0,11337,11,33676,7,9,4,24379,0,9306,11,33676,7,9,4
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3201.0,MCICH_ILP,22348,0,11337,11,33676,7,9,4,24458,0,9227,11,33676,7,9,4
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3369.0,MCICH_ILP,22348,0,11337,11,33676,7,9,4,24584,0,9101,11,33676,7,9,4
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3538.0,MCICH_ILP,22348,0,11337,11,33676,7,9,4,24684,0,9001,11,33676,7,9,4
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3706.0,MCICH_ILP,22348,0,11337,11,33676,7,9,4,24767,1,8918,10,33676,7,9,4
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3875.0,MCICH_ILP,22348,0,11337,11,33676,7,9,4,24860,1,8825,10,33676,7,9,4
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,4043.0,MCICH_ILP,22348,0,11337,11,33676,7,9,4,24933,1,8752,10,33676,7,9,4
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,16.0,MCICH_ILP,13449,0,0,20247,13463,11,0,20222,13449,14,9,20224,14741,0,70,18885
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,33.0,MCICH_ILP,13449,0,0,20247,13474,0,75,20147,13449,31,24,20192,15473,0,51,18172
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,168.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13449,134,134,19979,18087,0,71,15538
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,336.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13451,272,266,19707,19817,28,6,13845
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,505.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13464,341,435,19456,20880,40,6,12770
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,673.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13472,498,534,19192,21690,35,9,11962
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,842.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13482,629,641,18944,22584,37,6,11069
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1010.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13493,915,763,18525,23290,42,14,10350
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1179.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13501,1045,876,18274,24064,42,7,9583
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1347.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13526,1108,1012,18050,24940,81,4,8671
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1516.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13588,1452,1081,17575,26052,83,16,7545
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1684.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13608,1541,1187,17360,26845,81,13,6757
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1853.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13665,1627,1437,16967,33588,51,19,38
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2021.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13661,1780,1551,16704,33626,36,11,23
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2190.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13702,1899,1653,16442,33640,22,11,23
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2358.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13755,2024,1730,16187,33643,21,11,21
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2527.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13791,2031,1846,16028,33665,10,9,12
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2695.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13875,2093,2051,15677,33673,10,8,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2864.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13947,2122,2150,15477,33673,10,8,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3032.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,13989,2196,2281,15230,33673,10,8,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3201.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,14014,2284,2388,15010,33673,10,8,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3369.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,14099,2436,2433,14728,33673,10,8,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3538.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,14225,2494,2497,14480,33673,10,8,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3706.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,14341,2579,2618,14158,33673,10,8,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3875.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,14383,2638,2698,13977,33673,10,8,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,4043.0,MCICH_ILP,13449,0,0,20247,33676,9,6,5,14419,2720,2786,13771,33673,10,8,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,16.0,MCICH_ILP,18638,0,0,15058,18654,0,15029,13,18638,44,8,15006,19964,0,65,13667
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,33.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18638,54,52,14952,20578,0,26,13092
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,168.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18638,93,165,14800,22684,10997,0,15
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,336.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18662,221,237,14576,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,505.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18665,385,327,14319,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,673.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18678,572,447,13999,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,842.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18712,685,558,13741,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1010.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18720,759,679,13538,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1179.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18743,816,854,13283,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1347.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18751,895,974,13076,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1516.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18772,946,1094,12884,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1684.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18769,1012,1222,12693,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1853.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18773,1062,1323,12538,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2021.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18801,1130,1415,12350,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2190.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18837,1244,1543,12072,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2358.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18893,1339,1601,11863,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2527.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18939,1458,1656,11643,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2695.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,18997,1538,1706,11455,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2864.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,19061,1667,1730,11238,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3032.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,19088,1727,1816,11065,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3201.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,19135,1799,1868,10894,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3369.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,19216,1874,1883,10723,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3538.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,19259,1907,1943,10587,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3706.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,19325,2006,1954,10411,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3875.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,19397,2081,2012,10206,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,4043.0,MCICH_ILP,18638,0,0,15058,33676,5,7,8,19455,2118,2083,10040,33676,5,7,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,16.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22348,3,2,11343,23233,0,42,10421
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,33.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22348,18,6,11324,23714,0,18,9964
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,168.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22348,72,91,11185,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,336.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22351,290,166,10889,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,505.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22363,312,333,10688,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,673.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22372,375,443,10506,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,842.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22391,455,546,10304,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1010.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22433,771,588,9904,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1179.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22454,855,672,9715,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1347.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22469,938,740,9549,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1516.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22510,973,825,9388,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1684.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22543,1012,913,9228,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1853.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22609,1014,1032,9041,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2021.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22599,937,1282,8878,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2190.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22667,1029,1307,8693,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2358.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22696,1083,1400,8517,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2527.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22710,1129,1458,8399,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2695.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22766,1196,1507,8227,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2864.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22808,1257,1534,8097,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3032.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22875,1357,1579,7885,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3201.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,22996,1374,1568,7758,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3369.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,23053,1442,1582,7619,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3538.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,23120,1508,1628,7440,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3706.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,23200,1522,1669,7305,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3875.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,23289,1552,1650,7205,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,4043.0,MCICH_ILP,22348,0,0,11348,33676,7,7,6,23311,1563,1758,7064,33676,7,7,6
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,16.0,MCICH_ILP,13449,0,0,20247,13463,0,0,20233,13449,7,8,20232,14741,0,70,18885
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,33.0,MCICH_ILP,13449,0,0,20247,13522,23,16,20135,13449,59,17,20171,15473,0,51,18172
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,168.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13450,228,185,19833,18087,0,71,15538
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,336.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13460,258,407,19571,19841,0,6,13849
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,505.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13465,465,516,19250,20901,4,12,12779
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,673.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13475,590,654,18977,21724,4,10,11958
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,842.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13494,688,834,18680,22611,6,17,11062
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1010.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13518,810,937,18431,23313,16,30,10337
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1179.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13524,957,1082,18133,24087,17,22,9570
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1347.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13548,1088,1192,17868,25004,18,22,8652
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1516.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13689,1327,1204,17476,26120,17,24,7535
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1684.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13740,1404,1324,17228,26902,23,45,6726
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1853.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13759,1528,1427,16982,33321,11,359,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2021.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13779,1699,1540,16678,33651,9,31,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2190.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13826,1795,1648,16427,33651,9,31,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2358.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13830,1863,1792,16211,33666,9,16,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2527.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13865,1949,1906,15976,33667,9,15,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2695.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13914,2169,1988,15625,33667,9,15,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2864.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13844,2096,2345,15411,33667,9,15,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3032.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13896,2304,2425,15071,33667,9,15,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3201.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,13949,2419,2525,14803,33672,9,10,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3369.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,14029,2482,2584,14601,33674,7,10,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3538.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,14063,2606,2674,14353,33674,7,10,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3706.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,14093,2658,2782,14163,33674,7,10,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3875.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,14164,2765,2902,13865,33674,7,10,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,4043.0,MCICH_ILP,13449,0,0,20247,33676,7,8,5,14224,2826,2962,13684,33674,7,10,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,16.0,MCICH_ILP,18638,0,0,15058,18688,0,14994,14,18638,12,10,15036,19964,0,65,13667
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,33.0,MCICH_ILP,18638,0,0,15058,18688,0,14994,14,18638,13,27,15018,20578,0,26,13092
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,168.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18639,114,94,14849,22675,0,9,11012
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,336.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18640,221,209,14626,23929,0,9753,14
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,505.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18642,387,318,14349,33674,5,8,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,673.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18669,537,403,14087,33674,5,8,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,842.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18675,621,544,13856,33674,5,8,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1010.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18700,684,659,13653,33675,5,7,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1179.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18728,746,767,13455,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1347.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18728,832,907,13229,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1516.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18755,936,981,13024,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1684.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18790,1007,1080,12819,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1853.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18808,1066,1160,12662,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2021.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18835,1191,1238,12432,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2190.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18876,1256,1318,12246,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2358.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18909,1399,1394,11994,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2527.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18951,1466,1486,11793,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2695.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,18995,1532,1544,11625,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2864.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,19073,1591,1571,11461,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3032.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,19133,1719,1625,11219,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3201.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,19182,1803,1685,11026,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3369.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,19216,1888,1767,10825,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3538.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,19258,2021,1803,10614,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3706.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,19321,2100,1866,10409,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3875.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,19379,2169,1942,10206,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,4043.0,MCICH_ILP,18638,0,0,15058,33676,5,6,9,19387,2227,2062,10020,33676,5,6,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,16.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22348,4,5,11339,23233,0,10448,15
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,33.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22348,17,10,11321,23714,0,9967,15
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,168.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22350,92,155,11099,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,336.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22357,179,242,10918,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,505.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22361,299,338,10698,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,673.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22368,422,416,10490,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,842.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22379,468,529,10320,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1010.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22401,521,602,10172,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1179.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22420,657,694,9925,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1347.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22475,709,744,9768,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1516.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22504,776,813,9603,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1684.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22530,820,872,9474,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1853.0,MCICH_ILP,22348,0,0,11348,33676,6,5,9,22558,916,957,9265,33676,6,5,9
